title,original_price,sale_price,upper,ground,len_score,foot_score,weight(g),image_url,url,silo_x,brand,silo_y,silo_kor,position1,position2,position3,feature
나이키 더 프리미어 III FG,129000,103000,"소가죽, 합성가죽",천연잔디,3.0,2.0,251,https://www.crazy11.co.kr/shopimages/winv007/001004003095.jpg?1744855468,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810044&xcode=257&mcode=001&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=bWp3VA%3D%3D,프리미어,NIKE,premier,프리미어,,,,power
나이키 더 프리미어 III FG ,129000,103000,"소가죽, 합성가죽",천연잔디,3.0,2.0,251,https://www.crazy11.co.kr/shopimages/winv007/001004003070.jpg?1743405573,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809738&xcode=257&mcode=001&scode=011&type=Y&sort=order&cur_code=257&search=&GfDT=bGV8UA%3D%3D,프리미어,NIKE,premier,프리미어,,,,power
나이키 줌 머큐리얼 베이퍼 15 MDS 아카데미 FGMG ,109000,49000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001004002896.jpg?1740624496,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805770&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmp5W19E,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 15 엘리트 AG-PRO  ,299000,299000,"인조가죽, 합성가죽",인조잔디,4.0,2.0,171,https://www.crazy11.co.kr/shopimages/winv007/001004002980.jpg?1718259570,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807272&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=aWZ3WA%3D%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 MDS 아카데미 FGMG ,119000,91000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,195,https://www.crazy11.co.kr/shopimages/winv007/001004003044.jpg?1740624378,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808761&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm99W15F,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 아카데미 FGMG ,109000,79000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,195,https://www.crazy11.co.kr/shopimages/winv007/001004003071.jpg?1744248115,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809759&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmp4W15C,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 아카데미 HG ,109000,81000,합성가죽,맨땅,3.0,3.0,207,https://www.crazy11.co.kr/shopimages/winv007/001004003052.jpg?1740624354,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809075&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm11W1g%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 아카데미 KM FGMG 킬리안 음바페 ,119000,79000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,195,https://www.crazy11.co.kr/shopimages/winv007/001004003025.jpg?1740624407,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808190&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=aWp3U1Q%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 아카데미 KM 킬리안 음바페 FGMG ,119000,82000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,195,https://www.crazy11.co.kr/shopimages/winv007/001004003088.jpg?1745456699,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810006&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=aGx3UF8%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 엘리트 AG-PRO  ,299000,299000,합성가죽,인조잔디,3.0,3.0,160,https://www.crazy11.co.kr/shopimages/winv007/001004003080.jpg?1744246888,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809835&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmx3Ulk%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 엘리트 FG  ,299000,299000,합성가죽,천연잔디,3.0,3.0,166,https://www.crazy11.co.kr/shopimages/winv007/001004003079.jpg?1744260814,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809833&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bW13U1g%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 엘리트 FG NU1  ,309000,309000,합성가죽,천연잔디,3.0,3.0,166,https://www.crazy11.co.kr/shopimages/winv007/001004003063.jpg?1740624335,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809386&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmt8W15B,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 엘리트 KM 킬리안 음바페 FG  ,309000,279000,합성가죽,천연잔디,3.0,3.0,166,https://www.crazy11.co.kr/shopimages/winv007/001004003091.jpg?1745308932,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810010&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bGh3UFw%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 베이퍼 16 엘리트 LV8 FG  ,319000,299000,합성가죽,천연잔디,3.0,3.0,166,https://www.crazy11.co.kr/shopimages/winv007/001004003065.jpg?1741825937,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809623&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bWZ3Ul4%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 수퍼플라이 10 엘리트 FG  ,329000,329000,합성가죽,천연잔디,3.0,3.0,169,https://www.crazy11.co.kr/shopimages/winv007/001004003084.jpg?1744261324,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809955&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm94W19E,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 수퍼플라이 10 엘리트 FG NU1  ,339000,339000,합성가죽,천연잔디,3.0,3.0,169,https://www.crazy11.co.kr/shopimages/winv007/001004003062.jpg?1740624334,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809385&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmZ3U1g%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 수퍼플라이 10 엘리트 KM 킬리안 음바페 FG  ,339000,305000,합성가죽,천연잔디,3.0,3.0,169,https://www.crazy11.co.kr/shopimages/winv007/001004003089.jpg?1745308865,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810008&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmx8W11G,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 수퍼플라이 10 엘리트 LV8 FG  ,349000,319000,합성가죽,천연잔디,3.0,3.0,169,https://www.crazy11.co.kr/shopimages/winv007/001004003066.jpg?1741825529,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809624&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bm96W19F,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 줌 머큐리얼 수퍼플라이 9 엘리트 NU FG  ,339000,239000,"합성가죽, 니트",천연잔디,3.0,2.0,186,https://www.crazy11.co.kr/shopimages/winv007/001004002826.jpg?1698716022,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804729&xcode=257&mcode=001&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=Z253UF8%3D,머큐리얼,NIKE,mercurial,머큐리얼,FW, MF,,speed
나이키 티엠포 레전드 10 아카데미 FGMG ,109000,75000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001004003073.jpg?1744250445,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809768&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=amp3Ul0%3D,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 티엠포 레전드 10 아카데미 HG ,109000,75000,합성가죽,맨땅,4.0,2.0,226,https://www.crazy11.co.kr/shopimages/winv007/001004003074.jpg?1744250253,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809769&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=bmx7W19G,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 티엠포 레전드 10 엘리트 AG-PRO  ,279000,279000,"합성가죽, 니트",인조잔디,4.0,2.0,192,https://www.crazy11.co.kr/shopimages/winv007/001004003072.jpg?1744261712,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809761&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=aWd3WA%3D%3D,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 티엠포 레전드 10 엘리트 FG  ,269000,269000,"합성가죽, 니트",천연잔디,4.0,2.0,186,https://www.crazy11.co.kr/shopimages/winv007/001004003077.jpg?1744261456,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809831&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=am93U1k%3D,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 티엠포 레전드 10 엘리트 FG NU1  ,289000,289000,"합성가죽, 니트",천연잔디,4.0,2.0,186,https://www.crazy11.co.kr/shopimages/winv007/001004003060.jpg?1740624334,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809383&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=bWp3U1Q%3D,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 티엠포 레전드 10 엘리트 LV8 FG  ,299000,279000,"합성가죽, 니트",천연잔디,4.0,2.0,186,https://www.crazy11.co.kr/shopimages/winv007/001004003067.jpg?1741825428,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809625&xcode=257&mcode=001&scode=003&type=Y&sort=order&cur_code=257&search=&GfDT=bm55W19E,티엠포,NIKE,tiempo,티엠포, MF,,,control
나이키 팬텀 GX II 아카데미 FGMG ,99000,49000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,2.0,220,https://www.crazy11.co.kr/shopimages/winv007/001004002937.jpg?1740624473,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806395&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Zml3UlQ%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 아카데미 FGMG EH 엘링 홀란드 ,119000,89000,합성가죽,"천연잔디, 인조잔디, 맨땅",4.0,2.0,,https://www.crazy11.co.kr/shopimages/winv007/001004003058.jpg?1740624347,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809179&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Zm53VA%3D%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 아카데미 HG ,109000,77000,합성가죽,맨땅,4.0,2.0,225,https://www.crazy11.co.kr/shopimages/winv007/001004003075.jpg?1744250049,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809770&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmt%2FW19H,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 아카데미 MG ,109000,59000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,3.0,194,https://www.crazy11.co.kr/shopimages/winv007/001004002992.jpg?1740624443,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807370&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bWl3UFw%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 엘리트 AG-PRO  ,299000,299000,"합성가죽, 니트",인조잔디,4.0,4.0,180,https://www.crazy11.co.kr/shopimages/winv007/001004003093.jpg?1744944846,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810042&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Z2t3Vg%3D%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 엘리트 FG  ,299000,299000,"합성가죽, 니트",천연잔디,4.0,3.0,184,https://www.crazy11.co.kr/shopimages/winv007/001004003086.jpg?1744261182,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809968&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bGl3U1U%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 엘리트 FG EH 엘링 홀란드  ,309000,249000,"합성가죽, 니트",천연잔디,4.0,3.0,184,https://www.crazy11.co.kr/shopimages/winv007/001004003059.jpg?1740624348,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809180&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bGl3VQ%3D%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 엘리트 FG NU1  ,309000,249000,"합성가죽, 니트",천연잔디,4.0,3.0,184,https://www.crazy11.co.kr/shopimages/winv007/001004003061.jpg?1740624334,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809384&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=a213U1o%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX II 엘리트 LV8 FG  ,329000,289000,"합성가죽, 니트",천연잔디,4.0,3.0,184,https://www.crazy11.co.kr/shopimages/winv007/001004003068.jpg?1741825295,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809626&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bml9W15N,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 GX 아카데미 FGMG ,99000,49000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,1.0,220,https://www.crazy11.co.kr/shopimages/winv007/001004002881.jpg?1740624494,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805555&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=a2h3Ulo%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 루나 2 엘리트 FG OLY  ,339000,269000,"합성가죽, 니트",천연잔디,4.0,4.0,,https://www.crazy11.co.kr/shopimages/winv007/001004003069.jpg?1741848053,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809657&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=Z2d3U14%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 루나 II 아카데미 MG ,129000,79000,합성가죽,"천연잔디, 인조잔디, 맨땅",3.0,2.0,196,https://www.crazy11.co.kr/shopimages/winv007/001004002995.jpg?1740624444,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807373&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm57W1s%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 루나 II 엘리트 FG  ,339000,339000,"합성가죽, 니트",천연잔디,4.0,4.0,190,https://www.crazy11.co.kr/shopimages/winv007/001004003087.jpg?1744261024,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809977&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm93U1Q%3D,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 루나 II 엘리트 LV8 FG  ,349000,319000,"합성가죽, 니트",천연잔디,4.0,4.0,190,https://www.crazy11.co.kr/shopimages/winv007/001004003064.jpg?1741826039,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809622&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmp%2BW19H,팬텀,NIKE,phantom,팬텀,FW, MF,,control
나이키 팬텀 루나 엘리트 FG  ,329000,169000,"인조가죽, 합성가죽, 니트",천연잔디,3.0,1.0,208,https://www.crazy11.co.kr/shopimages/winv007/001004002903.jpg?1740624496,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805850&xcode=257&mcode=001&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmx4W15B,팬텀,NIKE,phantom,팬텀,FW, MF,,control
미즈노 모나르시다 네오 III SW MD ,159000,119000,인조가죽,"천연잔디, 인조잔디, 맨땅",2.0,4.0,220,https://www.crazy11.co.kr/shopimages/winv007/001002001022.jpg?1740624467,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=806802&xcode=257&mcode=003&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bWp3Ul4%3D,모나르시다,mizuno,monarcida,모나르시다, MF, DF,,comfortable
미즈노 모나르시다 네오 III 엘리트 MD ,209000,159000,"캥거루, 인조가죽","천연잔디, 인조잔디, 맨땅",2.0,3.0,166,https://www.crazy11.co.kr/shopimages/winv007/001002001093.jpg?1742522251,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809711&xcode=257&mcode=003&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmx6W11A,모나르시다,mizuno,monarcida,모나르시다, MF, DF,,comfortable
미즈노 모나르시다 네오 셀렉트 III AG ,99000,69000,인조가죽,인조잔디,2.0,4.0,190,https://www.crazy11.co.kr/shopimages/winv007/001002001033.jpg?1740624422,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807954&xcode=257&mcode=003&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=amd3UF0%3D,모나르시다,mizuno,monarcida,모나르시다, MF, DF,,comfortable
미즈노 모나르시다 네오 셀렉트 III AG 와이드 ,99000,75000,인조가죽,인조잔디,2.0,3.0,223,https://www.crazy11.co.kr/shopimages/winv007/001002001092.jpg?1742519608,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809705&xcode=257&mcode=003&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bm9%2FW11B,모나르시다,mizuno,monarcida,모나르시다, MF, DF,,comfortable
미즈노 모나르시다 네오 셀렉트 III MD 와이드 ,99000,75000,"인조가죽, 합성가죽","천연잔디, 인조잔디, 맨땅",2.0,4.0,210,https://www.crazy11.co.kr/shopimages/winv007/001002001091.jpg?1742536928,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809704&xcode=257&mcode=003&scode=002&type=Y&sort=order&cur_code=257&search=&GfDT=bmZ3UFo%3D,모나르시다,mizuno,monarcida,모나르시다, MF, DF,,comfortable
미즈노 모렐리아 II JP  ,279000,225000,"캥거루, 인조가죽","천연잔디, 인조잔디, 맨땅",2.0,3.0,202,https://www.crazy11.co.kr/shopimages/winv007/001002001063.jpg?1740624333,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809378&xcode=257&mcode=003&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmd3U1U%3D,모렐리아,mizuno,morelia,모렐리아,MF, DF, FW,speed
미즈노 모렐리아 II 클럽 MD,99000,77000,인조가죽,"천연잔디, 인조잔디",3.0,1.0,208,https://www.crazy11.co.kr/shopimages/winv007/001002001061.jpg?1740624356,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=809137&xcode=257&mcode=003&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bW13Vw%3D%3D,모렐리아,mizuno,morelia,모렐리아,MF, DF, FW,speed
미즈노 모렐리아 II 클럽 MD ,99000,73000,인조가죽,"천연잔디, 인조잔디",3.0,1.0,208,https://www.crazy11.co.kr/shopimages/winv007/001002001101.jpg?1745904019,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=810095&xcode=257&mcode=003&scode=001&type=Y&sort=order&cur_code=257&search=&GfDT=bmt1W10%3D,모렐리아,mizuno,morelia,모렐리아,MF, DF, FW,speed
